IMAGE PATH,JOD,JOD STD,CI LOW,CI HIGH,CI RANGE,QUALITY LEVEL,IMAGE,SCENE,CONDITION,IMAGE PATH second,JOD second,JOD STD second,CI LOW second,CI HIGH second,CI RANGE second,QUALITY LEVEL second,IMAGE second,SCENE second,CONDITION second
Exposure\1368_Indoor_Scene_13.jpg,0.490266339,0.508339897,-0.428022642,1.538718127,1.966740769,3,1368_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1307_Indoor_Scene_13.jpg,0.626549546,0.578527881,-0.554725235,1.66847769,2.223202925,3,1307_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1368_Indoor_Scene_13.jpg,0.490266339,0.508339897,-0.428022642,1.538718127,1.966740769,3,1368_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1340_Indoor_Scene_13.jpg,1.035455632,0.404731237,0.232525113,1.843233831,1.610708718,4,1340_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1343_Indoor_Scene_13.jpg,-0.633745908,0.799355644,-2.222680807,0.881565758,3.104246565,2,1343_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1328_Indoor_Scene_13.tiff,2.586816539,1.0820212,0.701585297,4.597820843,3.896235545,5,1328_Indoor_Scene_13.tiff,Indoor_Scene_13,Indoor
Exposure\1343_Indoor_Scene_13.jpg,-0.633745908,0.799355644,-2.222680807,0.881565758,3.104246565,2,1343_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1341_Indoor_Scene_13.jpg,-0.347848106,0.536953062,-1.375332943,0.727446364,2.102779307,2,1341_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1373_Indoor_Scene_13.jpg,-2.749513149,0.509911672,-3.678786535,-1.718600585,1.96018595,0,1373_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1332_Indoor_Scene_13.jpg,-0.536327824,0.288676421,-1.084049409,0.070084781,1.15413419,2,1332_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1373_Indoor_Scene_13.jpg,-2.749513149,0.509911672,-3.678786535,-1.718600585,1.96018595,0,1373_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1378_Indoor_Scene_13.jpg,-1.376792025,0.491161044,-2.318275797,-0.355696373,1.962579423,1,1378_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1391_Indoor_Scene_13.jpg,-1.366592546,0.553237009,-2.417022463,-0.21868346,2.198339003,1,1391_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1332_Indoor_Scene_13.jpg,-0.536327824,0.288676421,-1.084049409,0.070084781,1.15413419,2,1332_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1391_Indoor_Scene_13.jpg,-1.366592546,0.553237009,-2.417022463,-0.21868346,2.198339003,1,1391_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1362_Indoor_Scene_13.jpg,-1.26364932,0.490483056,-2.292725992,-0.281317246,2.011408747,1,1362_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1370_Indoor_Scene_13.jpg,-2.158528023,0.3394038,-2.669609807,-1.433274327,1.23633548,1,1370_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1373_Indoor_Scene_13.jpg,-2.749513149,0.509911672,-3.678786535,-1.718600585,1.96018595,0,1373_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1370_Indoor_Scene_13.jpg,-2.158528023,0.3394038,-2.669609807,-1.433274327,1.23633548,1,1370_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1380_Indoor_Scene_13.jpg,-3.899681202,1.156382127,-5.496386558,-0.515921778,4.98046478,0,1380_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1331_Indoor_Scene_13.jpg,-1.191046485,0.735559503,-2.333857234,0.439472726,2.77332996,2,1331_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1312_Indoor_Scene_13.JPG,1.091672215,0.611298314,-0.099724056,2.277084584,2.37680864,4,1312_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1331_Indoor_Scene_13.jpg,-1.191046485,0.735559503,-2.333857234,0.439472726,2.77332996,2,1331_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1394_Indoor_Scene_13.jpg,0.275800684,0.464926017,-0.555291152,1.22746769,1.782758843,3,1394_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1374_Indoor_Scene_13.jpg,-1.30859856,0.638150221,-2.49597416,-0.027852649,2.46812151,1,1374_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1377_Indoor_Scene_13.JPG,-0.049501821,0.384266186,-0.721224032,0.848013281,1.569237313,3,1377_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1374_Indoor_Scene_13.jpg,-1.30859856,0.638150221,-2.49597416,-0.027852649,2.46812151,1,1374_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1347_Indoor_Scene_13.jpg,0.397840198,0.730517943,-1.067557572,1.84734593,2.914903502,3,1347_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1378_Indoor_Scene_13.jpg,-1.376792025,0.491161044,-2.318275797,-0.355696373,1.962579423,1,1378_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1384_Indoor_Scene_13.jpg,-0.628563418,0.318011408,-1.3006455,-0.054171944,1.246473556,2,1384_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1378_Indoor_Scene_13.jpg,-1.376792025,0.491161044,-2.318275797,-0.355696373,1.962579423,1,1378_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1311_Indoor_Scene_13.JPG,0.929727895,0.506894458,-0.030070923,1.95737186,1.987442783,4,1311_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1335_Indoor_Scene_13.jpg,-0.668483171,0.698903878,-1.971557454,0.716431732,2.687989186,2,1335_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1323_Indoor_Scene_13.jpg,-0.825249868,0.547127257,-1.883772229,0.192887238,2.076659467,2,1323_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1335_Indoor_Scene_13.jpg,-0.668483171,0.698903878,-1.971557454,0.716431732,2.687989186,2,1335_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1362_Indoor_Scene_13.jpg,-1.26364932,0.490483056,-2.292725992,-0.281317246,2.011408747,1,1362_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1393_Indoor_Scene_13.jpg,-0.325370432,0.536104477,-1.386741302,0.823715498,2.210456799,2,1393_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1307_Indoor_Scene_13.jpg,0.626549546,0.578527881,-0.554725235,1.66847769,2.223202925,3,1307_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1393_Indoor_Scene_13.jpg,-0.325370432,0.536104477,-1.386741302,0.823715498,2.210456799,2,1393_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1350_Indoor_Scene_13.jpg,0.309196787,0.522811257,-0.795036665,1.418186011,2.213222676,3,1350_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1330_Indoor_Scene_13.JPG,-0.035919982,0.441960025,-0.877531855,0.923347583,1.800879438,3,1330_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1307_Indoor_Scene_13.jpg,0.626549546,0.578527881,-0.554725235,1.66847769,2.223202925,3,1307_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1330_Indoor_Scene_13.JPG,-0.035919982,0.441960025,-0.877531855,0.923347583,1.800879438,3,1330_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1356_Indoor_Scene_13.jpg,0.13970653,0.74950089,-1.289520848,1.617799078,2.907319927,3,1356_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1394_Indoor_Scene_13.jpg,0.275800684,0.464926017,-0.555291152,1.22746769,1.782758843,3,1394_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1343_Indoor_Scene_13.jpg,-0.633745908,0.799355644,-2.222680807,0.881565758,3.104246565,2,1343_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1394_Indoor_Scene_13.jpg,0.275800684,0.464926017,-0.555291152,1.22746769,1.782758843,3,1394_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1324_Indoor_Scene_13.jpg,-0.534468262,0.490566825,-1.592304454,0.311825373,1.904129827,2,1324_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1332_Indoor_Scene_13.jpg,-0.536327824,0.288676421,-1.084049409,0.070084781,1.15413419,2,1332_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1357_Indoor_Scene_13.JPG,0.256566154,0.30704698,-0.323869143,0.877808237,1.201677381,3,1357_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1332_Indoor_Scene_13.jpg,-0.536327824,0.288676421,-1.084049409,0.070084781,1.15413419,2,1332_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1345_Indoor_Scene_13.jpg,-0.930546884,0.476524919,-1.877801619,0.039660647,1.917462266,2,1345_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1315_Indoor_Scene_13.jpg,-0.293588756,0.62859201,-1.522132443,1.011752696,2.533885139,2,1315_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1385_Indoor_Scene_13.jpg,1.685061608,0.470152963,0.72511507,2.521583833,1.796468762,4,1385_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1315_Indoor_Scene_13.jpg,-0.293588756,0.62859201,-1.522132443,1.011752696,2.533885139,2,1315_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1337_Indoor_Scene_13.jpg,-0.485043753,0.442559066,-1.368073522,0.398977098,1.76705062,2,1337_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1309_Indoor_Scene_13.jpg,-0.262233086,0.446401559,-1.093372182,0.627319645,1.720691827,2,1309_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1363_Indoor_Scene_13.jpg,0.822374908,0.621880032,-0.411880606,2.067898341,2.479778947,4,1363_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1309_Indoor_Scene_13.jpg,-0.262233086,0.446401559,-1.093372182,0.627319645,1.720691827,2,1309_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1320_Indoor_Scene_13.JPG,0.148064005,0.436160647,-0.740605325,0.903140677,1.643746002,3,1320_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1384_Indoor_Scene_13.jpg,-0.628563418,0.318011408,-1.3006455,-0.054171944,1.246473556,2,1384_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1372_Indoor_Scene_13.jpg,1.070800189,0.380397466,0.364525438,1.926757021,1.562231583,4,1372_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1384_Indoor_Scene_13.jpg,-0.628563418,0.318011408,-1.3006455,-0.054171944,1.246473556,2,1384_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1348_Indoor_Scene_13.JPG,3.286431307,0.594665971,2.319162079,4.691462957,2.372300878,5,1348_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1359_Indoor_Scene_13.JPG,0.067556683,0.390376644,-0.726355892,0.820188327,1.546544219,3,1359_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1317_Indoor_Scene_13.jpg,0.970082912,0.453833536,-0.087435726,1.812644072,1.900079799,4,1317_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1359_Indoor_Scene_13.JPG,0.067556683,0.390376644,-0.726355892,0.820188327,1.546544219,3,1359_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1344_Indoor_Scene_13.jpg,0.290233952,0.562567502,-0.843241701,1.331142132,2.174383832,3,1344_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1357_Indoor_Scene_13.JPG,0.256566154,0.30704698,-0.323869143,0.877808237,1.201677381,3,1357_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1314_Indoor_Scene_13.jpg,0.224183574,0.369865201,-0.531286703,0.945316596,1.4766033,3,1314_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1357_Indoor_Scene_13.JPG,0.256566154,0.30704698,-0.323869143,0.877808237,1.201677381,3,1357_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1374_Indoor_Scene_13.jpg,-1.30859856,0.638150221,-2.49597416,-0.027852649,2.46812151,1,1374_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1381_Indoor_Scene_13.jpg,-0.198611663,0.58938308,-1.274952991,0.895921584,2.170874575,2,1381_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1350_Indoor_Scene_13.jpg,0.309196787,0.522811257,-0.795036665,1.418186011,2.213222676,3,1350_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1381_Indoor_Scene_13.jpg,-0.198611663,0.58938308,-1.274952991,0.895921584,2.170874575,2,1381_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1378_Indoor_Scene_13.jpg,-1.376792025,0.491161044,-2.318275797,-0.355696373,1.962579423,1,1378_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1392_Indoor_Scene_13.jpg,0.444287966,0.417601194,-0.217505088,1.385418529,1.602923617,3,1392_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1327_Indoor_Scene_13.jpg,-0.371699022,0.450278336,-1.334372642,0.466319625,1.800692268,2,1327_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1392_Indoor_Scene_13.jpg,0.444287966,0.417601194,-0.217505088,1.385418529,1.602923617,3,1392_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1394_Indoor_Scene_13.jpg,0.275800684,0.464926017,-0.555291152,1.22746769,1.782758843,3,1394_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1388_Indoor_Scene_13.jpg,-0.44246074,0.456666448,-1.340886299,0.523027828,1.863914127,2,1388_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1311_Indoor_Scene_13.JPG,0.929727895,0.506894458,-0.030070923,1.95737186,1.987442783,4,1311_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1388_Indoor_Scene_13.jpg,-0.44246074,0.456666448,-1.340886299,0.523027828,1.863914127,2,1388_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1325_Indoor_Scene_13.jpg,0.898407383,0.415863906,0.052980713,1.667421679,1.614440966,4,1325_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1307_Indoor_Scene_13.jpg,0.626549546,0.578527881,-0.554725235,1.66847769,2.223202925,3,1307_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1380_Indoor_Scene_13.jpg,-3.899681202,1.156382127,-5.496386558,-0.515921778,4.98046478,0,1380_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1307_Indoor_Scene_13.jpg,0.626549546,0.578527881,-0.554725235,1.66847769,2.223202925,3,1307_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1335_Indoor_Scene_13.jpg,-0.668483171,0.698903878,-1.971557454,0.716431732,2.687989186,2,1335_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1310_Indoor_Scene_13.JPG,-1.966706178,0.492227125,-2.854493365,-0.969358571,1.885134794,1,1310_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1322_Indoor_Scene_13.jpg,-0.598956223,0.575924709,-1.741437952,0.4106461,2.152084052,2,1322_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1310_Indoor_Scene_13.JPG,-1.966706178,0.492227125,-2.854493365,-0.969358571,1.885134794,1,1310_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor,Exposure\1330_Indoor_Scene_13.JPG,-0.035919982,0.441960025,-0.877531855,0.923347583,1.800879438,3,1330_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1390_Indoor_Scene_13.jpg,0.065217824,0.582166614,-1.073046416,1.275316126,2.348362542,3,1390_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1351_Indoor_Scene_13.jpg,1.802064954,1.10534829,0.157888592,4.116386687,3.958498095,5,1351_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1390_Indoor_Scene_13.jpg,0.065217824,0.582166614,-1.073046416,1.275316126,2.348362542,3,1390_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1333_Indoor_Scene_13.jpg,-0.970615565,0.598543533,-2.163472441,0.077469895,2.240942337,1,1333_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1383_Indoor_Scene_13.jpg,-0.108320077,0.456773103,-0.972813828,0.784332078,1.757145905,3,1383_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1395_Indoor_Scene_13.jpg,2.380814349,0.481405691,1.229881943,3.169069754,1.939187811,5,1395_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1383_Indoor_Scene_13.jpg,-0.108320077,0.456773103,-0.972813828,0.784332078,1.757145905,3,1383_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1375_Indoor_Scene_13.jpg,-0.084420385,0.582199167,-1.206612355,1.024744637,2.231356992,2,1375_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1355_Indoor_Scene_13.jpg,-0.710744076,0.504278781,-1.698980548,0.312691129,2.011671677,2,1355_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1386_Indoor_Scene_13.jpg,-0.240185286,0.668350809,-1.559603727,1.094706616,2.654310343,2,1386_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1355_Indoor_Scene_13.jpg,-0.710744076,0.504278781,-1.698980548,0.312691129,2.011671677,2,1355_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1310_Indoor_Scene_13.JPG,-1.966706178,0.492227125,-2.854493365,-0.969358571,1.885134794,1,1310_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1342_Indoor_Scene_13.jpg,-0.423903108,0.722536145,-1.819494674,1.050087807,2.869582482,2,1342_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1362_Indoor_Scene_13.jpg,-1.26364932,0.490483056,-2.292725992,-0.281317246,2.011408747,1,1362_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1342_Indoor_Scene_13.jpg,-0.423903108,0.722536145,-1.819494674,1.050087807,2.869582482,2,1342_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1326_Indoor_Scene_13.jpg,0.444287661,0.443438955,-0.350332688,1.393450426,1.743783114,3,1326_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1338_Indoor_Scene_13.jpg,-0.785511378,0.572809482,-1.921836195,0.299508529,2.221344725,2,1338_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1341_Indoor_Scene_13.jpg,-0.347848106,0.536953062,-1.375332943,0.727446364,2.102779307,2,1341_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1338_Indoor_Scene_13.jpg,-0.785511378,0.572809482,-1.921836195,0.299508529,2.221344725,2,1338_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1348_Indoor_Scene_13.JPG,3.286431307,0.594665971,2.319162079,4.691462957,2.372300878,5,1348_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1314_Indoor_Scene_13.jpg,0.224183574,0.369865201,-0.531286703,0.945316596,1.4766033,3,1314_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1322_Indoor_Scene_13.jpg,-0.598956223,0.575924709,-1.741437952,0.4106461,2.152084052,2,1322_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1314_Indoor_Scene_13.jpg,0.224183574,0.369865201,-0.531286703,0.945316596,1.4766033,3,1314_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1378_Indoor_Scene_13.jpg,-1.376792025,0.491161044,-2.318275797,-0.355696373,1.962579423,1,1378_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1345_Indoor_Scene_13.jpg,-0.930546884,0.476524919,-1.877801619,0.039660647,1.917462266,2,1345_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1396_Indoor_Scene_13.jpg,0.538591064,0.424348389,-0.206406416,1.477759604,1.68416602,3,1396_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1345_Indoor_Scene_13.jpg,-0.930546884,0.476524919,-1.877801619,0.039660647,1.917462266,2,1345_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1351_Indoor_Scene_13.jpg,1.802064954,1.10534829,0.157888592,4.116386687,3.958498095,5,1351_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1327_Indoor_Scene_13.jpg,-0.371699022,0.450278336,-1.334372642,0.466319625,1.800692268,2,1327_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1386_Indoor_Scene_13.jpg,-0.240185286,0.668350809,-1.559603727,1.094706616,2.654310343,2,1386_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1327_Indoor_Scene_13.jpg,-0.371699022,0.450278336,-1.334372642,0.466319625,1.800692268,2,1327_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1367_Indoor_Scene_13.jpg,0.573934941,0.383694651,-0.142150751,1.380657866,1.522808617,3,1367_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1362_Indoor_Scene_13.jpg,-1.26364932,0.490483056,-2.292725992,-0.281317246,2.011408747,1,1362_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1308_Indoor_Scene_13.JPG,0.25230773,0.54787188,-0.771581774,1.317662376,2.08924415,3,1308_Indoor_Scene_13.JPG,Indoor_Scene_13,Indoor
Exposure\1362_Indoor_Scene_13.jpg,-1.26364932,0.490483056,-2.292725992,-0.281317246,2.011408747,1,1362_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1336_Indoor_Scene_13.jpg,0.290694885,0.37189449,-0.477682169,0.966723025,1.444405193,3,1336_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
Exposure\1371_Indoor_Scene_13.jpg,0.50423056,0.443418339,-0.279177982,1.465917612,1.745095594,3,1371_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor,Exposure\1335_Indoor_Scene_13.jpg,-0.668483171,0.698903878,-1.971557454,0.716431732,2.687989186,2,1335_Indoor_Scene_13.jpg,Indoor_Scene_13,Indoor
